,rating,name,url,area_genre,dinner_price,lunch_price,holiday
276,3.68,ASAKO IWAYANAGI SALON DE THE,https://tabelog.com/tw/tokyo/A1317/A131715/13264608/,"等等力車站 / 咖啡店, 蛋糕","JPY 3,000 - JPY 3,999","JPY 3,000 - JPY 3,999","星期一, 星期二"
277,3.68,いちょうの木,https://tabelog.com/tw/tokyo/A1314/A131405/13087366/,"新馬場車站 / 日式甜點店, 咖啡館, 刨冰","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999","星期一, 星期四"
278,3.68,和光 ケーキ＆チョコレートショップ,https://tabelog.com/tw/tokyo/A1301/A130101/13004100/,"銀座車站 / 蛋糕, 巧克力","JPY 2,000 - JPY 2,999",-,-
279,3.68,つ久し,https://tabelog.com/tw/tokyo/A1317/A131702/13035752/,"都立大學車站 / 日式點心, 大福",- JPY 999,-,星期二
280,3.68,京菓子 岬屋,https://tabelog.com/tw/tokyo/A1318/A131801/13007329/,駒場東大前車站 / 日式點心,-,-,"星期一, 星期日"
281,3.68,L'ESSOR,https://tabelog.com/tw/tokyo/A1306/A130603/13297639/,"外苑前車站 / 法式料理, 葡萄酒酒吧, 蛋糕","JPY 20,000 - JPY 29,999","JPY 10,000 - JPY 14,999",星期三
282,3.67,リベルターブル 赤坂店,https://tabelog.com/tw/tokyo/A1308/A130801/13160987/,"赤坂車站 / 蛋糕, 咖啡店, 麵包",- JPY 999,"JPY 1,000 - JPY 1,999","星期一, 星期日"
283,3.67,I'm donut ? 中目黒店,https://tabelog.com/tw/tokyo/A1317/A131701/13269567/,中目黑車站 / 甜甜圈,- JPY 999,-,-
284,3.67,オー・メルベイユ・ドゥ・フレッド,https://tabelog.com/tw/tokyo/A1309/A130905/13246571/,"神樂坂車站 / 蛋糕, 咖啡店, 西式甜點","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
285,3.67,伊太利亜のじぇらぁとや,https://tabelog.com/tw/tokyo/A1311/A131102/13038982/,淺草車站 / 意式冰淇淋/冰淇淋,- JPY 999,- JPY 999,星期四
286,3.67,プレマルシェ・ジェラテリア 東京中目黒駅前店,https://tabelog.com/tw/tokyo/A1317/A131701/13223646/,中目黑車站 / 意式冰淇淋/冰淇淋,- JPY 999,- JPY 999,星期四
287,3.67,マジドゥショコラ,https://tabelog.com/tw/tokyo/A1317/A131703/13202801/,"自由丘車站 / 巧克力, 咖啡店, 軟冰淇淋","JPY 2,000 - JPY 2,999","JPY 1,000 - JPY 1,999",星期二
288,3.67,エシレ パティスリー オ ブール 東急フードショー エッジ店,https://tabelog.com/tw/tokyo/A1303/A130301/13240780/,澀谷車站 / 西式甜點,-,"JPY 1,000 - JPY 1,999",-
289,3.67,一六珈琲店,https://tabelog.com/tw/tokyo/A1329/A132901/13039610/,"立川車站 / 咖啡館, 咖啡店, 西式甜點",-,"JPY 1,000 - JPY 1,999",星期一
290,3.67,中里,https://tabelog.com/tw/tokyo/A1323/A132301/13022864/,駒込車站 / 日式點心,- JPY 999,-,星期日
291,3.67,equilibre,https://tabelog.com/tw/tokyo/A1317/A131710/13269549/,"不動前車站 / 蛋糕, 巧克力, 西式甜點",-,"JPY 2,000 - JPY 2,999","星期二, 星期三"
292,3.67,京菓子司 壽堂,https://tabelog.com/tw/tokyo/A1302/A130204/13000003/,水天宮前車站 / 日式點心,- JPY 999,-,-
293,3.67,蕪木,https://tabelog.com/tw/tokyo/A1311/A131101/13242617/,"新御徒町車站 / 咖啡店, 巧克力","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999","星期一, 星期二"
294,3.67,うぐいすと穀雨,https://tabelog.com/tw/tokyo/A1305/A130502/13178579/,"雜司谷車站 / 咖啡店, 麵包, 蛋糕",-,"JPY 1,000 - JPY 1,999","星期一, 星期二, 星期三, 星期五"
295,3.66,カフェ・ミケランジェロ,https://tabelog.com/tw/tokyo/A1303/A130303/13003369/,"代官山車站 / 咖啡店, 義大利料理, 蛋糕","JPY 2,000 - JPY 2,999","JPY 1,000 - JPY 1,999",星期三
296,3.66,東京豆漿生活,https://tabelog.com/tw/tokyo/A1316/A131603/13231970/,"大崎廣小路車站 / 咖啡店, 甜食",-,- JPY 999,-
297,3.66,かき氷工房 雪菓,https://tabelog.com/tw/tokyo/A1323/A132301/13169371/,"巢鴨車站 / 刨冰, 日式甜點店","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",星期一
298,3.66,ガーデンラウンジ,https://tabelog.com/tw/tokyo/A1308/A130803/13009058/,"赤坂見附車站 / 咖啡店, 蛋糕, 西式自助餐",-,"JPY 6,000 - JPY 7,999",-
299,3.66,ニューヨークシティサンド 大丸東京店,https://tabelog.com/tw/tokyo/A1302/A130201/13184309/,東京車站 / 西式甜點,-,"JPY 1,000 - JPY 1,999",-
300,3.66,新正堂,https://tabelog.com/tw/tokyo/A1301/A130103/13019962/,"新橋車站 / 日式點心, 銅鑼燒, 大福",-,"JPY 1,000 - JPY 1,999","星期日, 節假日"
301,3.66,らーめんとこおりのおやつ ねいろ屋,https://tabelog.com/tw/tokyo/A1319/A131906/13137420/,"荻窪車站 / 拉麵, 刨冰","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
302,3.66,ラ・ローズ・ジャポネ,https://tabelog.com/tw/tokyo/A1324/A132403/13218730/,"龜有車站 / 蛋糕, 咖啡店, 西式甜點",- JPY 999,- JPY 999,"星期二, 星期三"
303,3.66,みつわベーカリー,https://tabelog.com/tw/tokyo/A1305/A130501/13029802/,"池袋車站 / 麵包, 三明治, 西式甜點",- JPY 999,-,-
304,3.66,ノワ・ドゥ・ブール 日本橋三越店,https://tabelog.com/tw/tokyo/A1302/A130202/13138859/,三越前車站 / 西式甜點,- JPY 999,- JPY 999,-
305,3.66,自由が丘ロール屋,https://tabelog.com/tw/tokyo/A1317/A131703/13003287/,自由丘車站 / 蛋糕,"JPY 1,000 - JPY 1,999",-,"星期二, 星期三"
306,3.66,グーテ・ド・ママン,https://tabelog.com/tw/tokyo/A1314/A131402/13007218/,"白金高輪車站 / 蛋糕, 咖啡館",-,"JPY 1,000 - JPY 1,999","星期一, 星期日"
307,3.66,ペストリーショップ,https://tabelog.com/tw/tokyo/A1308/A130802/13169030/,"虎之門Hills車站 / 蛋糕, 麵包, 咖啡店",- JPY 999,"JPY 3,000 - JPY 3,999",-
308,3.66,ボン クール,https://tabelog.com/tw/tokyo/A1310/A131002/13009032/,"新日本橋車站 / 麵包, 咖啡店, 蛋糕",-,- JPY 999,"星期日, 節假日"
309,3.66,サンデーベイクショップ 幡ヶ谷店,https://tabelog.com/tw/tokyo/A1318/A131807/13241963/,"幡谷車站 / 西式甜點, 麵包","JPY 1,000 - JPY 1,999",-,星期一
310,3.66,パティスリー ラ ヴィ ドゥース,https://tabelog.com/tw/tokyo/A1309/A130903/13004306/,"曙橋車站 / 蛋糕, 咖啡店",- JPY 999,"JPY 1,000 - JPY 1,999",星期一
311,3.66,マ・プリエール,https://tabelog.com/tw/tokyo/A1320/A132002/13030751/,"三鷹車站 / 蛋糕, 巧克力",- JPY 999,-,-
312,3.66,ペストリー ブティック,https://tabelog.com/tw/tokyo/A1304/A130401/13004200/,"初台車站 / 蛋糕, 麵包, 三明治","JPY 2,000 - JPY 2,999",-,-
313,3.65,ホレンディッシェ・カカオシュトゥーベ 新宿伊勢丹店,https://tabelog.com/tw/tokyo/A1304/A130401/13097078/,新宿三丁目車站 / 年輪蛋糕,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
314,3.65,teal,https://tabelog.com/tw/tokyo/A1302/A130202/13264147/,"茅場町車站 / 甜食, 巧克力, 意式冰淇淋/冰淇淋",-,- JPY 999,星期三
315,3.65,サカノウエカフェ,https://tabelog.com/tw/tokyo/A1311/A131101/13149347/,"湯島車站 / 咖啡店, 刨冰","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
316,3.65,白髭のシュークリーム工房,https://tabelog.com/tw/tokyo/A1318/A131812/13161008/,"世田谷代田車站 / 泡芙, 西式甜點",- JPY 999,- JPY 999,星期二
317,3.65,ホーカス・ポーカス,https://tabelog.com/tw/tokyo/A1308/A130803/13207595/,"永田町車站 / 甜甜圈, 咖啡店, 刨冰",- JPY 999,"JPY 1,000 - JPY 1,999",-
318,3.65,BELTZ,https://tabelog.com/tw/tokyo/A1303/A130302/13225735/,"惠比壽車站 / 蛋糕, 甜食",-,"JPY 1,000 - JPY 1,999",星期三
319,3.65,ナンバー シュガー 表参道本店,https://tabelog.com/tw/tokyo/A1306/A130601/13166958/,"明治神宮前車站 / 西式甜點, 咖啡店","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
320,3.65,田村町 木村屋 本店,https://tabelog.com/tw/tokyo/A1301/A130103/13060103/,"內幸町車站 / 蛋糕, 咖啡店, 麵包",- JPY 999,- JPY 999,"星期六, 星期日, 節假日"
321,3.65,Equal,https://tabelog.com/tw/tokyo/A1318/A131807/13239174/,幡谷車站 / 蛋糕,-,"JPY 1,000 - JPY 1,999","星期一, 星期二, 星期三"
322,3.65,レモンパイ,https://tabelog.com/tw/tokyo/A1311/A131102/13008621/,田原町車站 / 蛋糕,"JPY 1,000 - JPY 1,999",-,"星期一, 星期日"
323,3.65,Tea＆Cake Grace,https://tabelog.com/tw/tokyo/A1319/A131907/13006640/,"西荻窪車站 / 蛋糕, 咖啡店","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999","星期一, 星期日"
324,3.65,粉と卵,https://tabelog.com/tw/tokyo/A1317/A131711/13008202/,"奧澤車站 / 蛋糕, 巧克力, 西式甜點",- JPY 999,-,星期一
325,3.65,ラ・パティスリー by アマン東京,https://tabelog.com/tw/tokyo/A1302/A130201/13262844/,"大手町車站 / 蛋糕, 西式甜點, 麵包",- JPY 999,- JPY 999,星期日
326,3.65,トシ・ヨロイヅカ アトリエ,https://tabelog.com/tw/tokyo/A1318/A131809/13096728/,"八幡山車站 / 蛋糕, 西式甜點, 巧克力",- JPY 999,- JPY 999,星期二
327,3.65,ルスルス 浅草店,https://tabelog.com/tw/tokyo/A1311/A131102/13144404/,"淺草車站 / 西式甜點, 咖啡店, 蛋糕",-,"JPY 1,000 - JPY 1,999","星期一, 星期日"
328,3.65,山本道子の店,https://tabelog.com/tw/tokyo/A1308/A130803/13006397/,"半藏門車站 / 西式甜點, 蛋糕",-,-,"星期日, 節假日"
329,3.65,ラデュレ  日本橋店,https://tabelog.com/tw/tokyo/A1302/A130202/13056234/,"三越前車站 / 馬卡龍, 蛋糕",- JPY 999,-,-
330,3.65,ル・グッテ,https://tabelog.com/tw/tokyo/A1311/A131103/13094048/,淺草橋車站 / 蛋糕,-,-,"星期一, 星期二, 星期三, 星期六, 星期日"
331,3.65,ルエールサンク,https://tabelog.com/tw/tokyo/A1302/A130202/13140161/,"寶町車站 / 蛋糕, 麵包, 馬卡龍","JPY 1,000 - JPY 1,999",-,"星期一, 星期六, 星期日, 節假日"
332,3.65,やきがしや　SUSUCRE,https://tabelog.com/tw/tokyo/A1317/A131706/13051356/,三軒茶屋車站 / 西式甜點,"JPY 1,000 - JPY 1,999",-,"星期三, 星期四"
333,3.65,ルラシオン,https://tabelog.com/tw/tokyo/A1318/A131809/13152985/,蘆花公園車站 / 蛋糕,- JPY 999,-,"星期一, 星期二"
334,3.65,コティ,https://tabelog.com/tw/tokyo/A1320/A132002/13078859/,三鷹車站 / 蛋糕,- JPY 999,-,"星期一, 星期四"
335,3.65,Patisserie Boulangerie Les Alternatives,https://tabelog.com/tw/tokyo/A1325/A132501/13268302/,"東小金井車站 / 蛋糕, 麵包",-,- JPY 999,"星期一, 星期二"
336,3.64,ガレットリア,https://tabelog.com/tw/tokyo/A1303/A130301/13045560/,"神泉車站 / 可麗餅/法式薄餅, 咖啡店, 法式料理","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",星期二
337,3.64,氷屋ぴぃす,https://tabelog.com/tw/tokyo/A1320/A132001/13184868/,吉祥寺車站 / 刨冰,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
338,3.64,雪うさぎ,https://tabelog.com/tw/tokyo/A1317/A131707/13169308/,"櫻新町車站 / 刨冰, 日式甜點店, 咖啡店","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",星期一
339,3.64,グリーン ビーン トゥ バー チョコレート,https://tabelog.com/tw/tokyo/A1317/A131701/13188866/,"中目黑車站 / 巧克力, 咖啡店","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
340,3.64,ポポット,https://tabelog.com/tw/tokyo/A1317/A131702/13003460/,"學藝大學車站 / 可麗餅/法式薄餅, 西式甜點, 法式料理","JPY 2,000 - JPY 2,999","JPY 2,000 - JPY 2,999","星期三, 星期四"
341,3.64,ポール・ボキューズ・ベーカリー 大丸東京店,https://tabelog.com/tw/tokyo/A1302/A130201/13000140/,"東京車站 / 麵包, 西式甜點, 三明治",- JPY 999,-,-
342,3.64,菓子屋 シノノメ,https://tabelog.com/tw/tokyo/A1311/A131103/13227380/,藏前車站 / 西式甜點,"JPY 1,000 - JPY 1,999",-,-
343,3.64,ジュウニブンベーカリー 三軒茶屋本店,https://tabelog.com/tw/tokyo/A1317/A131706/13246757/,"三軒茶屋車站 / 麵包, 西式甜點",-,"JPY 1,000 - JPY 1,999",-
344,3.64,えだおね,https://tabelog.com/tw/tokyo/A1319/A131906/13161794/,"荻窪車站 / 麵包, 蛋糕, 咖啡店",- JPY 999,- JPY 999,"星期二, 星期三"
345,3.64,UN GRAIN,https://tabelog.com/tw/tokyo/A1306/A130602/13189012/,"表參道車站 / 西式甜點, 蛋糕, 咖啡店",-,"JPY 3,000 - JPY 3,999",星期三
346,3.64,デメララ・ベーカリー,https://tabelog.com/tw/tokyo/A1304/A130403/13193618/,新宿車站 / 西式甜點,"JPY 1,000 - JPY 1,999",-,-
347,3.64,パティスリー アンカド,https://tabelog.com/tw/tokyo/A1327/A132701/13231679/,"町田車站 / 蛋糕, 西式甜點, 咖啡店",- JPY 999,- JPY 999,星期二
348,3.64,DOLCE TACUBO,https://tabelog.com/tw/tokyo/A1303/A130303/13266450/,"代官山車站 / 西式甜點, 意式冰淇淋/冰淇淋, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
349,3.64,エクラデジュール 東陽町本店,https://tabelog.com/tw/tokyo/A1313/A131303/13173344/,"東陽町車站 / 蛋糕, 麵包",- JPY 999,- JPY 999,"星期一, 星期二, 星期三"
350,3.64,銀座ベーカリー,https://tabelog.com/tw/tokyo/A1301/A130101/13157275/,"銀座一丁目車站 / 西式甜點, 咖啡店",- JPY 999,- JPY 999,-
351,3.64,モンブランスタイル,https://tabelog.com/tw/tokyo/A1318/A131810/13221894/,"代代木八幡車站 / 蛋糕, 西式甜點","JPY 3,000 - JPY 3,999","JPY 3,000 - JPY 3,999",-
352,3.64,ル ガリュウＭ,https://tabelog.com/tw/tokyo/A1315/A131502/13049633/,"大森車站 / 蛋糕, 麵包, 咖啡店","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999","星期二, 星期三"
353,3.64,スペールフルッタ,https://tabelog.com/tw/tokyo/A1323/A132302/13008466/,"茗荷谷車站 / 意式冰淇淋/冰淇淋, 西式甜點",- JPY 999,-,星期一
354,3.64,たつみや,https://tabelog.com/tw/tokyo/A1318/A131809/13006617/,下高井戶車站 / 鯛魚燒・大判燒,- JPY 999,-,星期二
355,3.64,人形焼 山田家 本店,https://tabelog.com/tw/tokyo/A1312/A131201/13037393/,錦糸町車站 / 日式點心,- JPY 999,-,星期三
356,3.64,MONICA,https://tabelog.com/tw/tokyo/A1303/A130301/13274523/,"表參道車站 / 麵包, 西式甜點, 蛋糕",-,- JPY 999,-
357,3.63,玉丁本店 八重洲店,https://tabelog.com/tw/tokyo/A1302/A130201/13015841/,"東京車站 / 烏龍麵, 郷土料理, 意式冰淇淋/冰淇淋","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
358,3.63,茶寮都路里 大丸東京店,https://tabelog.com/tw/tokyo/A1302/A130201/13044461/,"東京車站 / 日式甜點店, 咖啡店, 刨冰","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
359,3.63,パティスリー・サダハル・アオキ・パリ 丸の内店,https://tabelog.com/tw/tokyo/A1301/A130102/13018800/,"有樂町車站 / 蛋糕, 馬卡龍","JPY 2,000 - JPY 2,999",-,-
360,3.63,yelo,https://tabelog.com/tw/tokyo/A1307/A130701/13166459/,"六本木車站 / 刨冰, 酒吧",-,"JPY 1,000 - JPY 1,999",-
361,3.63,翠江堂 本店,https://tabelog.com/tw/tokyo/A1302/A130203/13007680/,"八丁堀車站 / 日式點心, 大福","JPY 1,000 - JPY 1,999",-,"星期日, 節假日"
362,3.63,ピエール マルコリーニ グランスタ東京店,https://tabelog.com/tw/tokyo/A1302/A130201/13044107/,"東京車站 / 巧克力, 意式冰淇淋/冰淇淋, 軟冰淇淋",-,"JPY 1,000 - JPY 1,999",-
363,3.63,七つ森,https://tabelog.com/tw/tokyo/A1319/A131904/13000675/,"新高圓寺車站 / 咖啡館, 咖啡店, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
364,3.63,bubó BARCELONA 表参道店,https://tabelog.com/tw/tokyo/A1306/A130601/13203821/,"表參道車站 / 巧克力, 蛋糕, 咖啡店",-,"JPY 1,000 - JPY 1,999",-
365,3.63,東京豆花工房,https://tabelog.com/tw/tokyo/A1310/A131002/13189801/,"淡路町車站 / 中式點心, 咖啡店",- JPY 999,- JPY 999,星期三
366,3.63,カフェ ウィーン 日本橋三越本店,https://tabelog.com/tw/tokyo/A1302/A130202/13011194/,"三越前車站 / 咖啡館, 咖啡店, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
367,3.63,パティスリーヨシノリアサミ,https://tabelog.com/tw/tokyo/A1323/A132301/13187756/,"巢鴨車站 / 蛋糕, 西式甜點","JPY 1,000 - JPY 1,999",-,"星期二, 星期三"
368,3.63,ル ショコラ ドゥ アッシュ 銀座本店,https://tabelog.com/tw/tokyo/A1301/A130101/13182140/,"銀座車站 / 巧克力, 馬卡龍, 蛋糕","JPY 2,000 - JPY 2,999",-,-
369,3.63,ドーナツ もり,https://tabelog.com/tw/tokyo/A1309/A130905/13245045/,神樂坂車站 / 甜甜圈,-,- JPY 999,-
370,3.63,ノワ・ドゥ・ブール 銀座三越店,https://tabelog.com/tw/tokyo/A1301/A130101/13250832/,"銀座車站 / 蛋糕, 西式甜點",- JPY 999,-,-
371,3.63,パティスリーレセンシエル,https://tabelog.com/tw/tokyo/A1323/A132302/13174296/,"茗荷谷車站 / 蛋糕, 咖啡店","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",星期四
372,3.63,メルシーベイク,https://tabelog.com/tw/tokyo/A1317/A131709/13170879/,"松陰神社前車站 / 蛋糕, 咖啡店",-,- JPY 999,星期四
373,3.63,アラボンヌー 赤坂店,https://tabelog.com/tw/tokyo/A1308/A130801/13007872/,"赤坂車站 / 蛋糕, 咖啡店",- JPY 999,- JPY 999,"星期日, 節假日"
374,3.63,レ サンク エピス,https://tabelog.com/tw/tokyo/A1315/A131501/13123405/,"青物横丁車站 / 蛋糕, 麵包, 咖啡店",- JPY 999,"JPY 1,000 - JPY 1,999",星期一
375,3.63,アチョ 神楽坂,https://tabelog.com/tw/tokyo/A1309/A130905/13156025/,神樂坂車站 / 西式甜點,-,- JPY 999,星期二
376,3.63,手作りちーずけーきせんもん店　やまぐち,https://tabelog.com/tw/tokyo/A1317/A131702/13047831/,都立大學車站 / 蛋糕,- JPY 999,-,"星期二, 星期三"
377,3.63,アサコ イワヤナギ プリュス,https://tabelog.com/tw/tokyo/A1317/A131715/13226934/,"等等力車站 / 蛋糕, 巧克力, 意式冰淇淋/冰淇淋",- JPY 999,- JPY 999,"星期一, 星期二"
378,3.63,アンフィニ,https://tabelog.com/tw/tokyo/A1317/A131715/13243655/,九品佛車站 / 蛋糕,-,"JPY 1,000 - JPY 1,999",星期三
379,3.63,MAHL ZEIT,https://tabelog.com/tw/tokyo/A1323/A132302/13060747/,"茗荷谷車站 / 麵包, 蛋糕, 三明治",- JPY 999,-,"星期一, 星期二, 星期日, 節假日"
380,3.63,CONFECT-CONCEPT,https://tabelog.com/tw/tokyo/A1311/A131101/13258304/,稻荷町車站 / 蛋糕,-,-,星期一
381,3.63,Litus,https://tabelog.com/tw/tokyo/A1313/A131301/13255431/,新富町車站 / 西式甜點,- JPY 999,- JPY 999,"星期二, 星期三"
382,3.62,東京駅 斑鳩,https://tabelog.com/tw/tokyo/A1302/A130201/13124609/,"東京車站 / 拉麵, 沾麵, 甜食",- JPY 999,- JPY 999,-
383,3.62,ピエール マルコリーニ 銀座本店,https://tabelog.com/tw/tokyo/A1301/A130101/13127566/,"銀座車站 / 巧克力, 咖啡店","JPY 2,000 - JPY 2,999","JPY 2,000 - JPY 2,999",-
384,3.62,I'ｍ donut ?グルテンフリー 渋谷青山通り,https://tabelog.com/tw/tokyo/A1303/A130301/13272709/,澀谷車站 / 甜甜圈,- JPY 999,- JPY 999,-
385,3.62,久栄,https://tabelog.com/tw/tokyo/A1313/A131302/13050014/,"月島車站 / 麵包, 西式甜點",- JPY 999,- JPY 999,-
386,3.62,Parlor Vinefru 銀座,https://tabelog.com/tw/tokyo/A1301/A130101/13230462/,"銀座一丁目車站 / 咖啡店, 刨冰, 鬆餅","JPY 1,000 - JPY 1,999",- JPY 999,-
387,3.62,仏蘭西屋,https://tabelog.com/tw/tokyo/A1301/A130101/13059121/,"銀座車站 / 咖啡館, 三明治, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
388,3.62,銀座つぼやきいも,https://tabelog.com/tw/tokyo/A1301/A130101/13222597/,"銀座車站 / 烤地瓜/拔絲地瓜, 甜食",- JPY 999,- JPY 999,星期一
389,3.62,プリンチ 代官山T-SITE,https://tabelog.com/tw/tokyo/A1303/A130303/13237363/,"代官山車站 / 麵包, 蛋糕, 咖啡店","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
390,3.62,ダ ルチアーノ,https://tabelog.com/tw/tokyo/A1329/A132904/13043497/,"京王堀之內車站 / 意式冰淇淋/冰淇淋, 咖啡店",- JPY 999,- JPY 999,-
391,3.62,パティシエ シマ,https://tabelog.com/tw/tokyo/A1308/A130803/13000285/,"麴町車站 / 蛋糕, 巧克力, 西式甜點",-,"JPY 1,000 - JPY 1,999","星期日, 節假日"
392,3.62,パスカル・ル・ガック 東京,https://tabelog.com/tw/tokyo/A1308/A130802/13230508/,"溜池山王車站 / 巧克力, 蛋糕, 咖啡店","JPY 3,000 - JPY 3,999","JPY 1,000 - JPY 1,999",星期日
393,3.62,トラノコ,https://tabelog.com/tw/tokyo/A1309/A130902/13221607/,"四谷三丁目車站 / 咖啡店, 布丁",-,- JPY 999,-
394,3.62,洋菓子ヴィヨン,https://tabelog.com/tw/tokyo/A1317/A131707/13023844/,"櫻新町車站 / 年輪蛋糕, 蛋糕, 巧克力",-,- JPY 999,-
395,3.62,巴裡 小川軒 サロン・ド・テ 新橋店,https://tabelog.com/tw/tokyo/A1301/A130103/13143677/,"新橋車站 / 咖啡店, 咖啡館, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999","星期日, 節假日"
396,3.62,エリティエ,https://tabelog.com/tw/tokyo/A1323/A132301/13130758/,"白山車站 / 蛋糕, 咖啡店","JPY 1,000 - JPY 1,999",- JPY 999,星期二
397,3.62,カイルズ・グッド・ファインズ,https://tabelog.com/tw/tokyo/A1319/A131902/13006929/,"新井藥師前車站 / 蛋糕, 麵包, 美國料理",-,- JPY 999,星期一
398,3.62,ゴンドラ,https://tabelog.com/tw/tokyo/A1309/A130904/13022609/,"市谷車站 / 蛋糕, 西式甜點",- JPY 999,-,"星期日, 節假日"
399,3.62,PAYSAGE 代官山本店,https://tabelog.com/tw/tokyo/A1303/A130303/13293381/,代官山車站 / 甜食,- JPY 999,- JPY 999,星期一
